ADDR,LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER
"Авангардная улица, дом 6, корпус 1",55.844581,37.491521,8017768,"г. Москва, ул. Авангардная, д. 6, к. 1",1966,16.02.2016 в 13:14,01.07.2007,1-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,10,198,198,0,13204.00,8298.00,0.00,4906.00,0.00,0.00,,D,Не имеется,Не имеется,не имеется,Не заполнено
"Авангардная улица, дом 6, корпус 2",55.845122,37.491898,8022211,"г. Москва, ул. Авангардная, д. 6, к. 2",1964,16.02.2016 в 14:13,01.07.2007,1-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6432.40,4030.40,0.00,2402.00,0.00,0.00,,D,Не имеется,Не имеется,Не имеется,Не заполнено
"Авангардная улица, дом 6, корпус 3",55.844465,37.492742,8022245,"г. Москва, ул. Авангардная, д. 6, к. 3",1966,16.02.2016 в 14:50,01.07.2007,1-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6420.40,4024.10,0.00,2396.30,0.00,0.00,,D,Не имеется,Не имеется,Не имеется,Не заполнено
"Авангардная улица, дом 8, корпус 1",55.845582,37.490371,8022251,"г. Москва, ул. Авангардная, д. 8, к. 1",1965,16.02.2016 в 15:21,01.07.2007,1-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6459.20,4055.60,0.00,2403.60,0.00,0.00,,D,Не имеется,Не имеется,Не имеется,Не заполнено
"Конаковский проезд, дом 15",55.848362,37.478271,8017671,"г. Москва, проезд. Конаковский, д. 15",1965,19.02.2016 в 14:19,01.08.2015,I-511,Многоквартирный дом,На счете регионального оператора,СТРОЙКА,http://www.reformagkh.ru/mymanager/profile/7656180/,Нет,5,5,4,80,80,0,5330.80,3331.90,0.00,1998.90,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Конаковский проезд, дом 2/5",55.845132,37.483247,8019179,"г. Москва, проезд. Конаковский, д. 2/5",1967,09.07.2015 в 10:59,28.10.2014,1-515,Многоквартирный дом,Не заполнено,"ГБУ ""Жилищник Головинского района""",http://www.reformagkh.ru/mymanager/profile/8017189/,Нет,5,Не заполнено,7,140,Не заполнено,Не заполнено,6678.70,6079.70,0.00,Незаполнено,0.00,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено
"Конаковский проезд, дом 3",55.845137,37.482223,8019183,"г. Москва, проезд. Конаковский, д. 3",1966,18.02.2016 в 10:30,15.12.2013,1-515-06-Ю-37,Многоквартирный дом,На счете регионального оператора,СТРОЙКА,http://www.reformagkh.ru/mymanager/profile/7656180/,Нет,5,5,6,120,120,0,8061.30,5131.50,0.00,2929.80,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Конаковский проезд, дом 9",55.846901,37.479286,8019204,"г. Москва, проезд. Конаковский, д. 9",1967,19.02.2016 в 14:01,01.01.2010,идивидуальный проект,Многоквартирный дом,На счете регионального оператора,СТРОЙКА,http://www.reformagkh.ru/mymanager/profile/7656180/,Нет,5,5,4,80,80,0,5333.50,3405.00,0.00,1928.50,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 17, корпус 1",55.844258,37.494377,8022374,"г. Москва, б-р. Кронштадтский, д. 17, к. 1",1965,18.02.2016 в 16:11,01.07.2007,индивидуальный проект,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,10,198,198,0,13278.10,8369.20,0.00,4908.90,0.00,0.00,,D,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 17, корпус 2",55.845279,37.493219,8022382,"г. Москва, б-р. Кронштадтский, д. 17, к. 2",1966,19.02.2016 в 09:25,01.07.2007,I-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6423.20,4018.30,0.00,2404.90,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 17, корпус 3",55.845936,37.493542,8022420,"г. Москва, б-р. Кронштадтский, д. 17, к. 3",1966,19.02.2016 в 09:44,01.07.2007,I-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,96,94,2,6430.10,3772.50,244.70,2412.90,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 19, корпус 3",55.844794,37.494773,8022467,"г. Москва, б-р. Кронштадтский, д. 19, к. 3",1967,19.02.2016 в 12:24,01.07.2007,1-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6477.00,4080.40,0.00,2396.60,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 21",55.844142,37.495599,8022474,"г. Москва, б-р. Кронштадтский, д. 21",1967,19.02.2016 в 14:06,01.07.2007,1-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6431.50,4029.60,0.00,2401.90,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 25",55.844955,37.496057,8022514,"г. Москва, б-р. Кронштадтский, д. 25",1967,17.02.2016 в 16:16,01.07.2007,I-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,5,100,100,0,6438.50,4040.60,0.00,2397.90,0.00,0.00,,E,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 27",55.844066,37.497099,8022523,"г. Москва, б-р. Кронштадтский, д. 27",1966,30.06.2015 в 15:44,28.10.2014,1-511,Многоквартирный дом,Не заполнено,"ГБУ ""Жилищник Головинского района""",http://www.reformagkh.ru/mymanager/profile/8017189/,Нет,5,Не заполнено,8,159,Не заполнено,Не заполнено,7348.10,6726.10,0.00,Незаполнено,0.00,Незаполнено,,Не присвоен,Не заполнено,Не заполнено,Не заполнено,Не заполнено
"Кронштадтский бульвар, дом 29",55.844541,37.497539,8022536,"г. Москва, б-р. Кронштадтский, д. 29",1967,30.06.2015 в 16:08,28.10.2014,1-511,Многоквартирный дом,Не заполнено,"ГБУ ""Жилищник Головинского района""",http://www.reformagkh.ru/mymanager/profile/8017189/,Нет,5,Не заполнено,4,80,Не заполнено,Не заполнено,3720.00,3396.00,0.00,Незаполнено,0.00,Незаполнено,,Не присвоен,Не заполнено,Не заполнено,Не заполнено,Не заполнено
"Кронштадтский бульвар, дом 31",55.844,37.498285,8022545,"г. Москва, б-р. Кронштадтский, д. 31",1966,18.02.2016 в 08:35,01.07.2007,I-511,Многоквартирный дом,На счете регионального оператора,УК ДЭЗ «Головинский»,http://www.reformagkh.ru/mymanager/profile/7656200/,Нет,5,5,4,80,80,0,5371.80,3383.80,0.00,1988.00,0.00,0.00,,D,Не имеется,Не имеется,Не имеется,Не заполнено
"Кронштадтский бульвар, дом 34, корпус 1",55.85149,37.515703,8022185,"г. Москва, б-р. Кронштадтский, д. 34, к. 1",1958,26.02.2016 в 13:31,01.07.2007,П-14,Многоквартирный дом,На счете регионального оператора,РСУ №2 САО,http://www.reformagkh.ru/mymanager/profile/7656172/,Нет,5,5,4,59,58,1,4624.30,3151.50,84.00,1388.80,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"Кронштадтский бульвар, дом 34, корпус 2",55.851111,37.51609,8022198,"г. Москва, б-р. Кронштадтский, д. 34, к. 2",1960,26.02.2016 в 13:32,01.07.2007,нет данных,Многоквартирный дом,На счете регионального оператора,РСУ №2 САО,http://www.reformagkh.ru/mymanager/profile/7656172/,Нет,5,5,4,83,80,3,5362.70,3412.20,632.40,1318.10,0.00,0.00,,D,Не имеется,Не имеется,Не заполнено,Не заполнено
